id,title,authors,venue,year,source
671667,Semantic Compression and Pattern Extraction with Fascicles,"H. V. Jagadish, J. Madar, Raymond T. Ng",Very Large Data Bases,1999,ACM
671662,DBMSs on a Modern Processor: Where Does Time Go?,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, David A. Wood",Very Large Data Bases,1999,ACM
671661,Generating Call-Level Interfaces for Advanced Database Application Programming,"Udo Nink, Theo H&#228;rder, Norbert Ritter",Very Large Data Bases,1999,ACM
671664,Active Views for Electronic Commerce,"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",Very Large Data Bases,1999,ACM
671663,Online Dynamic Reordering for Interactive Data Processing,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",Very Large Data Bases,1999,ACM
671673,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Vanja Josifovski, Tore Risch",Very Large Data Bases,1999,ACM
671675,What Is the Nearest Neighbor in High Dimensional Spaces?,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",Very Large Data Bases,2000,ACM
671676,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",Very Large Data Bases,2000,ACM
671677,Schema Mapping as Query Discovery,"Ren&#233;e J. Miller, Laura M. Haas, Mauricio A. Hern&#225;ndez",Very Large Data Bases,2000,ACM
671669,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,Very Large Data Bases,1999,ACM
671670,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,Very Large Data Bases,1999,ACM
671671,Loading a Cache with Query Results,"Laura M. Haas, Donald Kossmann, Ioana Ursu",Very Large Data Bases,1999,ACM
671672,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. B&#246;hlen, Christian S. Jensen",Very Large Data Bases,1999,ACM
671682,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",Very Large Data Bases,2000,ACM
671683,A Database Platform for Bioinformatics,Sandeepan Banerjee,Very Large Data Bases,2000,ACM
671684,Performance Issues in Incremental Warehouse Maintenance,"Wilburt Labio, Jun Yang, Yingwei Cui, Hector Garcia-Molina, Jennifer Widom",Very Large Data Bases,2000,ACM
671685,Research Directions in Biodiversity Informatics,John L. Schnase,Very Large Data Bases,2000,ACM
671678,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",Very Large Data Bases,2000,ACM
671679,The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",Very Large Data Bases,2000,ACM
671680,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,ACM
671681,Semantic Access: Semantic Interface for Querying Databases,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",Very Large Data Bases,2000,ACM
671694,Process Automation as the Foundation for E-Business,"Fabio Casati, Ming-Chien Shan",Very Large Data Bases,2000,ACM
671693,A Case-Based Approach to Information Integration,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",Very Large Data Bases,2000,ACM
671692,A Scalable Algorithm for Answering Queries Using Views,"Rachel Pottinger, Alon Y. Levy",Very Large Data Bases,2000,ACM
671690,Publish/Subscribe on the Web at Extreme Speed,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Fran&#231;ois Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",Very Large Data Bases,2000,ACM
671689,Fast Time Sequence Indexing for Arbitrary Lp Norms,"Byoung-Kee Yi, Christos Faloutsos",Very Large Data Bases,2000,ACM
671688,The Challenge of Process Data Warehousing,"Matthias Jarke, Thomas List, J&#246;rg K&#246;ller",Very Large Data Bases,2000,ACM
671687,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,"Haixun Wang, Carlo Zaniolo",Very Large Data Bases,2000,ACM
671686,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongjun Lu, Hongyan Liu",Very Large Data Bases,2000,ACM
671702,A 20/20 Vision of the VLDB-2020?,"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",Very Large Data Bases,2000,ACM
671701,Automated Selection of Materialized Views and Indexes in SQL Databases,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",Very Large Data Bases,2000,ACM
671700,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Michael J. Carey,Very Large Data Bases,2000,ACM
671699,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"Piotr Indyk, Nick Koudas, S. Muthukrishnan",Very Large Data Bases,2000,ACM
671698,Asera: Extranet Architecture for B2B Solutions,Anil Nori,Very Large Data Bases,2000,ACM
671697,Mining Frequent Itemsets Using Support Constraints,"Ke Wang, Yu He, Jiawei Han",Very Large Data Bases,2000,ACM
671696,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",Very Large Data Bases,2000,ACM
671695,Efficiently Publishing Relational Data as XML Documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",Very Large Data Bases,2000,ACM
671842,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",Very Large Data Bases,2000,ACM
671843,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",Very Large Data Bases,2000,ACM
671840,Data Mining in the Bioinformatics Domain,Shalom Tsur,Very Large Data Bases,2000,ACM
671841,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Mehmet Altinel, Michael J. Franklin",Very Large Data Bases,2000,ACM
671838,"High-Performance and Scalability through Application Tier,In-Memory Data Management",,Very Large Data Bases,2000,ACM
671839,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,ACM
671836,Integration of Data Mining with Database Technology,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",Very Large Data Bases,2000,ACM
671837,Temporal Integrity Constraints with Indeterminacy,"Wes Cowley, Dimitris Plexousakis",Very Large Data Bases,2000,ACM
671850,Design and Development of a Stream Service in a Heterogenous Client Environment,"Nikos Pappas, Stavros Christodoulakis",Very Large Data Bases,2000,ACM
671851,Approximate Query Processing Using Wavelets,"Kaushik Chakrabarti, Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",Very Large Data Bases,2000,ACM
671848,Hypothetical knowledge and counterfactual reasoning,Joseph Y. Halpern,Very Large Data Bases,2000,ACM
671849,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,"Jonathan Goldstein, Raghu Ramakrishnan",Very Large Data Bases,2000,ACM
671846,Agora: Living with XML and Relational,"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",Very Large Data Bases,2000,ACM
671847,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",Very Large Data Bases,2000,ACM
671844,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2000,ACM
671845,Controlling Data Warehouses with Knowledge Networks,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",Very Large Data Bases,2000,ACM
637432,Standards,Jim Melton,ACM SIGMOD Record ,2002,ACM
637433,An early look at XQuery,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2002,ACM
637434,Research centers,Amit Sheth,ACM SIGMOD Record ,2002,ACM
637435,Research in information managment at Dublin City University,"Mark Roantree, Alan F. Smeaton",ACM SIGMOD Record ,2002,ACM
640991,Performing joins without decompression in a compressed database system,"S. J. O'Connell, N. Winterbottom",ACM SIGMOD Record ,2003,ACM
640992,XPath processing in a nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record ,2003,ACM
640993,A graphical query language for mobile information systems,Ya-Hui Chang,ACM SIGMOD Record ,2003,ACM
640994,A multi-paradigm querying approach for a generic multimedia database management system,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record ,2003,ACM
637424,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,ACM
637425,"Review of Ontologies: a silver bullet for knowledge management and electronic commerce by Dieter Fensel. Springer-Verlag, 2002.",Antonio Badia,ACM SIGMOD Record ,2002,ACM
637426,Small worlds: the dynamics of networks between order and randomness,"Jie Wu, Duncan J. Watts",ACM SIGMOD Record ,2002,ACM
637427,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record ,2002,ACM
637428,Parameterized complexity for the database theorist,Martin Grohe,ACM SIGMOD Record ,2002,ACM
637429,Reports,Avigdor Gal,ACM SIGMOD Record ,2002,ACM
637430,Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,"Amit Sheth, Robert Meersman",ACM SIGMOD Record ,2002,ACM
637431,Report on the EDBT'02 panel on scientific data integration,"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zo&#233; Lacroix, Bertram Lud&#228;scher",ACM SIGMOD Record ,2002,ACM
641004,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002",Karl Aberer,ACM SIGMOD Record ,2003,ACM
641003,Report on the first international workshop on efficient web-based information systems,"Zo&#233; Lacroix, Omar Boucelma",ACM SIGMOD Record ,2003,ACM
641006,Database research at UT Arlington,"Sharma Chakravarthy, Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, JungHwan Oh",ACM SIGMOD Record ,2003,ACM
641005,Research centers,Amit Sheth,ACM SIGMOD Record ,2003,ACM
641270,Energy-performance trade-offs for spatial access methods on memory-resident data,"Ning An, Sudhanva Gurumurthi, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut Kandemir, Mary Jane Irwin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
641269,Editorial,"Peter Apers, Stefano Ceri, Richard Snodgrass",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
641272,A formal perspective on the view selection problem,"Rada Chirkova, Alon Y. Halevy, Dan Suciu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
641271,Data page layouts for relational databases on deep memory hierarchies,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
640996,ANSI SQL hierarchical processing can fully integrate native XML,Michael M. David,ACM SIGMOD Record ,2003,ACM
640995,A database approach to quality of service specification in video databases,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Sa&#239;d Hacid",ACM SIGMOD Record ,2003,ACM
640998,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record ,2003,ACM
640997,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, St&#233;phane Lopes, Jean-Marc Petit, Farouk Toumani",ACM SIGMOD Record ,2003,ACM
641000,Influential papers,Ken Ross,ACM SIGMOD Record ,2003,ACM
640999,Jim Gray speaks out,Marianne Winslett,ACM SIGMOD Record ,2003,ACM
641002,Reports,Avigdor Gal,ACM SIGMOD Record ,2003,ACM
641001,Reminiscences on influential papers,Kenneth A. Ross,ACM SIGMOD Record ,2003,ACM
670999,The Microsoft Repository,"Philip A. Bernstein, Brian Harry, Paul Sanders, David Shutt, Jason Zander",Very Large Data Bases,1997,ACM
671000,1-Safe Algorithms for Symmetric Site Configurations,"Rune Humborstad, Maitrayi Sabaratnam, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,1997,ACM
670997,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Very Large Data Bases,1997,ACM
670998,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",Very Large Data Bases,1997,ACM
671003,Groupwise Processing of Relational Queries,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1997,ACM
671004,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,"Minos N. Garofalakis, Yannis E. Ioannidis",Very Large Data Bases,1997,ACM
671001,Mining Insurance Data at Swiss Life,"J&#246;rg-Uwe Kietz, Ulrich Reimer, Martin Staudt",Very Large Data Bases,1997,ACM
671002,A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem",Very Large Data Bases,1997,ACM
670991,Using Versions in Update Transactions: Application to Integrity Checking,"Fran&#231;ois Llirbat, Eric Simon, Dimitri Tombroff",Very Large Data Bases,1997,ACM
670992,"Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources","Mary Tork Roth, Peter M. Schwarz",Very Large Data Bases,1997,ACM
641273,Views in a large-scale XML repository,"Vincent Aguilera, Sophie Cluet, Tova Milo, Pierangelo Veltri, Dan Vodislav",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
641274,Database indexing for large DNA and protein sequence collections,"Ela Hunt, Malcolm P. Atkinson, Robert W. Irving",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ACM
670995,Optimizing Queries Across Diverse Data Sources,"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",Very Large Data Bases,1997,ACM
670996,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Yun-Wu Huang, Ning Jing, Elke A. Rundensteiner",Very Large Data Bases,1997,ACM
670993,Fast Computation of Sparse Datacubes,"Kenneth A. Ross, Divesh Srivastava",Very Large Data Bases,1997,ACM
670994,Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,ACM
671016,A Generic Approach to Bulk Loading Multidimensional Index Structures,"Jochen Van den Bercken, Bernhard Seeger, Peter Widmayer",Very Large Data Bases,1997,ACM
671015,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,"Jong-Hak Lee, Young-Koo Lee, Kyu-Young Whang, Il-Yeol Song",Very Large Data Bases,1997,ACM
671014,To Weave the Web,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",Very Large Data Bases,1997,ACM
671013,Incremental Organization for Data Recording and Warehousing,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",Very Large Data Bases,1997,ACM
671020,Distributed Processing over Stand-alone Systems and Applications,"Gustavo Alonso, Claus Hagen, Hans-J&#246;rg Schek, Markus Tresch",Very Large Data Bases,1997,ACM
671019,Materialized Views Selection in a Multidimensional Database,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",Very Large Data Bases,1997,ACM
671018,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"John C. Shafer, Rakesh Agrawal",Very Large Data Bases,1997,ACM
671017,Logical and Physical Versioning in Main Memory Databases,"Rajeev Rastogi, S. Seshadri, Philip Bohannon, Dennis W. Leinbaugh, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,ACM
671008,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",Very Large Data Bases,1997,ACM
671007,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Stavros Christodoulakis, Peter Triantafillou, Fenia Zioga",Very Large Data Bases,1997,ACM
671006,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-&#197;ke Larson",Very Large Data Bases,1997,ACM
671005,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Marco Patella, Pavel Zezula",Very Large Data Bases,1997,ACM
671012,Integrating SQL Databases with Content-Specific Search Engines,"Stefan De&#223;loch, Nelson Mendon&#231;a Mattos",Very Large Data Bases,1997,ACM
671011,The Oracle Universal Server Buffer,"William Bridge, Ashok Joshi, M. Keihl, Tirthankar Lahiri, Juan Loaiza, N. MacNaughton",Very Large Data Bases,1997,ACM
671010,The Case for Enhanced Abstract Data Types,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1997,ACM
671009,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",Very Large Data Bases,1997,ACM
671160,Hash Joins and Hash Teams in Microsoft SQL Server,"Goetz Graefe, Ross Bunker, Shaun Cooper",Very Large Data Bases,1998,ACM
671161,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,"Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan",Very Large Data Bases,1998,ACM
671163,Algorithms for Querying by Spatial Structure,"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",Very Large Data Bases,1998,ACM
671164,Expiring Data in a Warehouse,"Hector Garcia-Molina, Wilburt Labio, Jun Yang",Very Large Data Bases,1998,ACM
671029,Fast High-Dimensional Data Search in Incomplete Databases,"Beng Chin Ooi, Cheng Hian Goh, Kian-Lee Tan",Very Large Data Bases,1998,ACM
671030,Bank of America Case Study: The Information Currency Advantage,"Felipe Cari&#241;o, Mark Jahnke",Very Large Data Bases,1998,ACM
671031,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari&#241;o, William O'Connell",Very Large Data Bases,1998,ACM
671033,Querying Continuous Time Sequences,"Ling Lin, Tore Risch",Very Large Data Bases,1998,ACM
671025,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining","Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",Very Large Data Bases,1998,ACM
671026,"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method","Peter Muth, Patrick E. O'Neil, Achim Pick, Gerhard Weikum",Very Large Data Bases,1998,ACM
671027,Scalable Techniques for Mining Causal Structures,"Craig Silverstein, Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman",Very Large Data Bases,1998,ACM
671028,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",Very Large Data Bases,1998,ACM
671021,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",Very Large Data Bases,1997,ACM
671022,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",Very Large Data Bases,1997,ACM
671023,Architecture of Oracle Parallel Server,"Roger Bamford, D. Butler, Boris Klots, N. MacNaughton",Very Large Data Bases,1998,ACM
671024,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,"M. Tamer &#214;zsu, Kaladhar Voruganti, Ronald C. Unrau",Very Large Data Bases,1998,ACM
671179,Filtering with Approximate Predicates,"Narayanan Shivakumar, Hector Garcia-Molina, Chandra Chekuri",Very Large Data Bases,1998,ACM
671178,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,Very Large Data Bases,1998,ACM
671181,The ADABAS Buffer Pool Manager,Harald Sch&#246;ning,Very Large Data Bases,1998,ACM
671180,The Cubetree Storage Organization,"Nick Roussopoulos, Yannis Kotidis",Very Large Data Bases,1998,ACM
671175,DataBlitz: A High Performance Main-Memory Storage Manager,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1998,ACM
671173,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,Guido Moerkotte,Very Large Data Bases,1998,ACM
671177,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",Very Large Data Bases,1998,ACM
671176,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,Very Large Data Bases,1998,ACM
671170,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",Very Large Data Bases,1998,ACM
671169,Technology and the Future of Commerce and Finance (Abstract),David Elliot Shaw,Very Large Data Bases,1998,ACM
671172,Incremental Maintenance for Materialized Views over Semistructured Data,"Serge Abiteboul, Jason McHugh, Michael Rys, Vasilis Vassalos, Janet L. Wiener",Very Large Data Bases,1998,ACM
671171,The Drill Down Benchmark,"Peter A. Boncz, Tim R&#252;hl, Fred Kwakkel",Very Large Data Bases,1998,ACM
671166,Reducing the Braking Distance of an SQL Query Engine,"Michael J. Carey, Donald Kossmann",Very Large Data Bases,1998,ACM
671165,Issues in Developing Very Large Data Warehouses,"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",Very Large Data Bases,1998,ACM
671168,Is Web-site Management a Database Problem?,"Daniela Florescu, Alon Y. Levy, Dan Suciu",Very Large Data Bases,1998,ACM
671167,A Database System for Real-Time Event Aggregation in Telecommunication,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998,ACM
671196,A Raster Approximation For Processing of Spatial Joins,"Geraldo Zimbrao, Jano Moreira de Souza",Very Large Data Bases,1998,ACM
671197,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Till Westmann, Guido Moerkotte",Very Large Data Bases,1998,ACM
671194,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,"Fernando de Ferreira Rezende, Klaudia Hergula",Very Large Data Bases,1998,ACM
671195,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"Fernando de Ferreira Rezende, G&#252;nter Sauter",Very Large Data Bases,1998,ACM
671192,A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces,"Roger Weber, Hans-J&#246;rg Schek, Stephen Blott",Very Large Data Bases,1998,ACM
671193,Resource Scheduling for Composite Multimedia Objects,"Minos N. Garofalakis, Yannis E. Ioannidis, Banu &#214;zden",Very Large Data Bases,1998,ACM
671190,Secure Buffering in Firm Real-Time Database Systems,"Binto George, Jayant R. Haritsa",Very Large Data Bases,1998,ACM
671191,Optimal Histograms with Quality Guarantees,"H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Viswanath Poosala, Kenneth C. Sevcik, Torsten Suel",Very Large Data Bases,1998,ACM
671188,On Optimal Node Splitting for R-trees,"Yv&#225;n J. Garc&#237;a, Mario A. Lopez, Scott T. Leutenegger",Very Large Data Bases,1998,ACM
671189,Materialized View Selection for Multidimensional Datasets,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton",Very Large Data Bases,1998,ACM
671186,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",Very Large Data Bases,1998,ACM
671187,IBM's DB2 Universal Database demonstrations at VLDB'98,"K. Bernhard Schiefer, Jim Kleewein, Karen Brannon, Guy M. Lohman, Gene Fuh",Very Large Data Bases,1998,ACM
671184,Checkpointing in Oracle,"Ashok Joshi, William Bridge, Juan Loaiza, Tirthankar Lahiri",Very Large Data Bases,1998,ACM
671185,Determining Text Databases to Search in the Internet,"Weiyi Meng, King-Lup Liu, Clement T. Yu, Xiaodong Wang, Yuhsi Chang, Naphtali Rishe",Very Large Data Bases,1998,ACM
671182,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",Very Large Data Bases,1998,ACM
671183,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,"Rajeev Rastogi, Kyuseok Shim",Very Large Data Bases,1998,ACM
671332,Buffering and Read-Ahead Strategies for External Mergesort,"Weiye Zhang, Per-&#197;ke Larson",Very Large Data Bases,1998,ACM
671331,MindReader: Querying Databases Through Multiple Examples,"Yoshiharu Ishikawa, Ravishankar Subramanya, Christos Faloutsos",Very Large Data Bases,1998,ACM
671330,RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,"Johannes Gehrke, Raghu Ramakrishnan, Venkatesh Ganti",Very Large Data Bases,1998,ACM
671329,Design and Analysis of Parametric Query Optimization Algorithms,Sumit Ganguly,Very Large Data Bases,1998,ACM
671328,Mining Surprising Patterns Using Temporal Description Length,"Soumen Chakrabarti, Sunita Sarawagi, Byron Dom",Very Large Data Bases,1998,ACM
671327,Performance Measurements of Tertiary Storage Devices,"Theodore Johnson, Ethan L. Miller",Very Large Data Bases,1998,ACM
671326,Using Schema Matching to Simplify Heterogeneous Data Translation,"Tova Milo, Sagit Zohar",Very Large Data Bases,1998,ACM
671325,DTL's DataSpot: Database Exploration Using Plain Language,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,ACM
671324,Bulk-Loading Techniques for Object Databases and an Application to Relational Data,"Sihem Amer-Yahia, Sophie Cluet, Claude Delobel",Very Large Data Bases,1998,ACM
671204,Low-Cost Compensation-Based Query Processing,"&#216;ystein Gr&#248;vlen, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,1998,ACM
671203,The National Medical Knowledge Bank,Warren Sterling,Very Large Data Bases,1998,ACM
671202,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",Very Large Data Bases,1998,ACM
671201,Incremental Clustering for Mining in a Data Warehousing Environment,"Martin Ester, Hans-Peter Kriegel, J&#246;rg Sander, Michael Wimmer, Xiaowei Xu",Very Large Data Bases,1998,ACM
671200,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1998,ACM
671199,Massive Stochastic Testing of SQL,Donald R. Slutz,Very Large Data Bases,1998,ACM
671198,Improving Adaptable Similarity Query Processing by Using Approximations,"Mihael Ankerst, Bernhard Braunm&#252;ller, Hans-Peter Kriegel, Thomas Seidl",Very Large Data Bases,1998,ACM
673637,Querying a Multilevel Database: A Logical Analysis,Fr&#233;d&#233;ric Cuppens,Very Large Data Bases,1996,ACM
673638,Selectivity Estimation Without the Attribute Value Independence Assumption,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1997,ACM
673639,A Foundation for Multi-dimensional Databases,"Marc Gyssens, Laks V. S. Lakshmanan",Very Large Data Bases,1997,ACM
673640,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",Very Large Data Bases,1997,ACM
673641,Recovering Information from Summary Data,"Christos Faloutsos, H. V. Jagadish, Nikolaos Sidiropoulos",Very Large Data Bases,1997,ACM
673642,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",Very Large Data Bases,1997,ACM
673643,Integrating Reliable Memory in Databases,"Wee Teck Ng, Peter M. Chen",Very Large Data Bases,1997,ACM
673644,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,Very Large Data Bases,1997,ACM
673645,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,ACM
673646,An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,"Surajit Chaudhuri, Vivek R. Narasayya",Very Large Data Bases,1997,ACM
673648,Implementing Abstract Objects with Inheritance in Datalogneg,Hasan M. Jamil,Very Large Data Bases,1997,ACM
